chr	tss	strand	gene
1	111346600	+	PIFO
1	111427735	-	OVGP1
1	111449256	-	WDR77
1	111448864	+	ATP5PB
1	111473792	+	C1orf162
1	111563962	-	TMIGD3
1	111503633	-	ADORA3
1	111542218	+	RAP1A
1	111755824	-	INKA2
1	111755245	+	DDX20
1	111989155	-	KCND3
1	112396214	+	CTTNBP2NL
1	112466541	+	WNT2B
1	112620825	-	ST7L
1	112619805	+	CAPZA1
1	112673141	+	MOV10
1	112707434	-	RHOC
1	112711433	-	AL603832.3
1	112715477	-	PPM1J
1	112720419	+	TAFA3
1	112957013	-	SLC16A1
1	113073198	+	LRIG2
1	113390515	+	MAGI3
1	113759489	-	PHTF1
1	113812476	-	RSBN1
1	113871753	-	PTPN22
1	113887581	-	BCL2L15
1	113905201	-	AP4B1
1	113905213	+	DCLRE1B
1	113929324	+	HIPK1
1	113979391	+	OLFML3
1	114153919	-	SYT6
1	114511203	-	TRIM33
1	114581629	-	BCAS2
1	114670422	-	DENND2C
1	114695618	-	AMPD1
1	114716771	-	NRAS
1	114758676	-	CSDE1
1	114780685	-	SIKE1
1	114854863	+	SYCP1
1	115029826	+	TSHB
1	115089503	-	TSPAN2
1	115338249	-	NGF
1	115641970	+	VANGL1
1	115768781	-	CASQ2
1	115843917	-	NHLH2
1	115976513	+	SLC22A15
1	116111755	+	MAB21L3
1	116372668	+	ATP1A1
1	116571039	-	CD58
1	116667755	-	IGSF3
1	116754430	+	CD2
1	116909916	+	PTGFRN
1	117001750	+	CD101
1	117060326	+	TTF2
1	117122587	-	TRIM45
1	117210960	-	VTCN1
1	117367449	+	MAN1A2
1	117606048	+	TENT5C
1	117929621	-	GDAP2
1	117929720	+	WDR3
1	118185228	-	SPAG17
1	118989556	-	TBX15
1	119140671	-	WARS2
1	119368779	+	HAO2
1	119414931	+	HSD3B2
1	119507198	+	HSD3B1
1	119648266	-	ZNF697
1	119648411	+	PHGDH
1	119768905	-	HMGCS2
1	119811580	-	REG4
1	119896515	-	ADAM30
1	120100779	-	NOTCH2
1	120176520	-	SEC22B
1	120723946	+	AC253572.1
1	120723949	+	NBPF26
1	120889746	+	PPIAL4A
1	121087345	+	FCGR1B
1	121185539	-	FAM72B
1	121184811	+	SRGAP2C
1	143905966	-	H3-2
1	143971965	-	FAM72C
1	144373659	-	PPIAL4E
1	144461674	-	NBPF15
1	144592868	+	PPIAL4F
1	145095528	-	SRGAP2B
1	145095974	+	FAM72D
1	145242124	-	PPIAL4D
1	145405778	-	NBPF20
1	145607988	+	GPR89A
1	145708148	-	PDZK1
1	145719471	+	CD160
1	145824095	-	RNF115
1	145824088	+	POLR3C
1	145845630	+	NUDT17
1	145859836	-	PIAS3
1	145885866	-	ANKRD35
1	145910111	-	ITGA10
1	145918717	-	PEX11B
1	145927678	-	RBM8A
1	145927258	+	AC243547.3
1	145958017	-	LIX1L
1	145964575	-	ANKRD34A
1	145964690	+	POLR3GL
1	145996579	-	TXNIP
1	146036746	-	HJV
1	146229000	-	NBPF10
1	146229026	-	NOTCH2NLA
1	146344790	-	PPIAL4H
1	146938744	+	NBPF12
1	147172550	-	PRKAB2
1	147243050	-	FMO5
1	147242654	+	CHD1L
1	147541501	+	BCL9
1	147670524	-	ACP6
1	147773362	-	GJA5
1	147907956	+	GJA8
1	147928393	+	GPR89B
1	148152322	-	NBPF11
1	148483679	-	PPIAL4G
1	148679742	-	NBPF14
1	148679779	-	NOTCH2NLB
1	148748894	+	NUDT4B
1	148808181	+	PDE4DIP
1	149103561	-	NBPF9
1	149390614	+	NOTCH2NLC
1	149390623	+	AC242842.3
1	149475338	+	NBPF19
1	149583865	+	PPIAL4C
1	149782671	+	FCGR1A
1	149812373	-	H2BC18
1	149813681	-	H3C13
1	149832659	+	H4C14
1	149841193	-	H3C14
1	149842736	-	H2AC18
1	149851061	+	H2AC19
1	149852619	+	H3C15
1	149861210	-	H4C15
1	149886652	-	H2BC21
1	149886975	+	H2AC20
1	149888013	-	H2AC21
1	149887890	+	BOLA1
1	149917844	-	SV2A
1	149927803	-	SF3B4
1	149936879	-	MTMR11
1	150010726	-	OTUD7B
1	150067279	+	VPS45
1	150149183	+	PLEKHO1
1	150236156	-	ANP32E
1	150257251	+	CA14
1	150269580	-	APH1A
1	150268200	+	C1orf54
1	150282543	+	CIART
1	150293720	+	MRPS21
1	150321479	+	PRPF3
1	150363091	+	RPRD2
1	150487364	+	TARS2
1	150508062	+	ECM1
1	150549369	+	ADAMTSL4
1	150579738	-	MCL1
1	150629612	-	ENSA
1	150697154	-	GOLPH3L
1	150720895	-	HORMAD1
1	150765792	-	CTSS
1	150808260	-	CTSK
1	150876708	-	ARNT
1	150887136	+	CTXND2
1	150926263	+	SETDB1
1	150975004	-	CERS2
1	150982249	+	ANXA9
1	151008375	-	MINDY1
1	151008420	+	PRUNE1
1	151036321	+	BNIPL
1	151047751	+	C1orf56
1	151070325	-	CDC42SE1
1	151060397	+	MLLT11
1	151070578	+	GABPB2
1	151146664	-	SEMA6C
1	151156649	+	TNFAIP8L2
1	151156664	+	SCNM1
1	151165948	-	LYSMD1
1	151176284	-	TMOD4
1	151195321	-	VPS72
1	151197949	+	PIP5K1A
1	151254703	+	PSMD4
1	151281618	+	ZNF687
1	151327715	-	PI4KB
1	151347357	-	RFX5
1	151372707	-	SELENBP1
1	151399560	+	PSMB4
1	151459494	-	POGZ
1	151510510	+	CGN
1	151540305	+	TUFT1
1	151612006	+	SNX27
1	151716803	-	CELF3
1	151710433	+	RIIAD1
1	151763496	-	MRPL9
1	151762899	+	OAZ3
1	151791416	-	TDRKH
1	151806154	-	LINGO4
1	151831845	-	RORC
1	151840557	-	C2CD4D
1	151853712	-	THEM5
1	151909637	-	THEM4
1	151993859	-	S100A10
1	152047907	-	S100A11
1	152089064	-	TCHHL1
1	152115454	-	TCHH
1	152159228	-	RPTN
1	152224193	-	HRNR
1	152325239	-	FLG
1	152360006	-	FLG2
1	152414263	-	CRNN
1	152510803	+	LCE5A
1	152514482	+	CRCT1
1	152566780	-	LCE3E
1	152580516	-	LCE3D
1	152600662	+	LCE3C
1	152613811	+	LCE3B
1	152623103	-	LCE3A
1	152663380	+	LCE2D
1	152675295	+	LCE2C
1	152686123	+	LCE2B
1	152698345	+	LCE2A
1	152708160	+	LCE4A
1	152719522	+	C1orf68
1	152759561	+	KPRP
1	152776372	+	LCE1F
1	152786214	+	LCE1E
1	152796721	+	LCE1D
1	152806628	-	LCE1C
1	152811971	+	LCE1B
1	152827473	+	LCE1A
1	152842856	+	LCE6A
1	152859996	+	AL162596.1
1	152878322	+	SMCP
1	152908546	+	IVL
1	152947154	+	SPRR5
1	152970648	+	SPRR4
1	152985231	+	SPRR1A
1	153001747	+	SPRR3
1	153031203	+	SPRR1B
1	153041931	-	SPRR2D
1	153057512	-	SPRR2A
1	153070840	-	SPRR2B
1	153106184	-	SPRR2E
1	153113516	-	SPRR2F
1	153150890	-	SPRR2G
1	153203430	+	LELP1
1	153217584	+	PRR9
1	153259687	+	LOR
1	153310718	-	PGLYRP3
1	153348841	-	PGLYRP4
1	153357854	+	S100A9
1	153375621	-	S100A12
1	153391073	-	S100A8
1	153416520	+	S100A7A
1	153439949	-	S100A7L2
1	153460651	-	S100A7
1	153536244	-	S100A6
1	153541765	-	S100A5
1	153550136	-	S100A4
1	153549258	-	S100A3
1	153567890	-	S100A2
1	153613145	-	S100A16
1	153616986	-	S100A14
1	153631360	-	S100A13
1	153627926	+	S100A1
1	153633982	+	CHTOP
1	153658703	+	SNAPIN
1	153671028	-	ILF2
1	153678688	+	NPR1
1	153728050	+	INTS3
1	153774354	+	SLC27A3
1	153923360	-	GATAD2B
1	153946718	-	DENND4B
1	153958615	-	CRTC2
1	153968184	-	SLC39A1
1	153975887	-	AL358472.7
1	153967534	+	CREB3L4
1	153977674	-	JTB
1	153986246	-	AL358472.6
1	153986358	-	RAB13
1	153990762	+	RPS27
1	154155116	-	NUP210L
1	154194648	-	TPM3
1	154206333	-	C1orf189
1	154220637	-	C1orf43
1	154220179	+	UBAP2L
1	154272589	+	HAX1
1	154321090	+	AQP10
1	154325553	+	ATP8B2
1	154405193	+	IL6R
1	154502412	-	SHE
1	154502219	+	TDRD10
1	154559028	-	UBE2Q1
1	154567778	+	CHRNB2
1	154628013	-	ADAR
1	154870281	-	KCNN3
1	154936719	-	PMVK
1	154956123	-	PBXIP1
1	154963853	-	PYGO2
1	154974395	-	SHC1
1	154974653	+	CKS1B
1	154983338	+	FLAD1
1	154993586	+	LENEP
1	155002630	+	ZBTB7B
1	155033781	-	DCST2
1	155033824	+	DCST1
1	155050566	+	ADAM15
1	155063737	+	EFNA4
1	155063748	+	AL691442.2
1	155078837	+	EFNA3
1	155127876	+	EFNA1
1	155135344	+	SLC50A1
1	155140595	-	DPM3
1	155173475	-	KRTCAP2
1	155187272	-	AL713999.1
1	155173787	+	TRIM46
1	155192916	-	MUC1
1	155209051	-	THBS3
1	155208699	+	MTX1
1	155244699	-	GBA
1	155255483	-	FAM189B
1	155262430	-	SCAMP3
1	155278491	-	CLK2
1	155277463	+	HCN3
1	155301438	-	PKLR
1	155308748	+	FDPS
1	155320894	+	RUSC1
1	155562807	-	ASH1L
1	155610188	+	MSTO1
1	155689000	-	YY1AP1
1	155687960	+	DAP3
1	155859400	-	GON4L
1	155859567	+	SYT11
1	155911404	-	RIT1
1	155934413	-	KHDC4
1	155941710	+	RXFP4
1	156007070	-	ARHGEF2
1	156020951	-	SSR2
1	156053798	-	UBQLN4
1	156054782	+	LAMTOR2
1	156061160	+	RAB25
1	156082465	-	MEX3A
1	156082573	+	LMNA
1	156147366	+	SEMA4A
1	156193932	+	SLC25A44
1	156212982	+	PMF1-BGLAP
1	156212993	+	PMF1
1	156242184	+	BGLAP
1	156248117	-	PAQR6
1	156282825	-	SMG5
1	156282935	+	TMEM79
1	156295689	-	GLMP
1	156299299	-	VHLL
1	156367873	-	CCT3
1	156337314	+	TSACC
1	156369211	+	RHBG
1	156456763	-	C1orf61
1	156500779	-	MEF2D
1	156572604	-	IQGAP3
1	156579727	+	TTC24
1	156591762	+	NAXE
1	156601496	-	GPATCH4
1	156619331	+	HAPLN2
1	156641390	+	BCAN
1	156677407	-	NES
1	156705816	-	CRABP2
1	156728799	-	ISG20L2
1	156728442	+	RRNAD1
1	156741590	-	MRPL24
1	156766925	-	HDGF
1	156750610	+	PRCC
1	156816862	-	SH2D2A
1	156815640	+	NTRK1
1	156859117	-	INSRR
1	156893698	+	PEAR1
1	156920632	+	LRRC71
1	157045370	-	ARHGEF11
1	157112412	-	ETV3L
1	157138474	-	ETV3
1	157552515	-	FCRL5
1	157598085	-	FCRL4
1	157700769	-	FCRL3
1	157777132	-	FCRL2
1	157820120	-	FCRL1
1	157898256	-	CD5L
1	157993273	+	KIRREL1
1	158128301	-	AL138899.3
1	158178030	+	CD1D
1	158254424	+	CD1A
1	158289923	+	CD1C
1	158331531	-	CD1B
1	158353696	+	CD1E
1	158399466	-	OR10T2
1	158426237	-	OR10K2
1	158461574	+	OR10K1
1	158472220	+	OR10R2
1	158554405	-	OR6Y1
1	158570580	-	OR6P1
1	158579899	-	OR10X1
1	158605268	+	OR10Z1
1	158686715	-	SPTA1
1	158700652	-	OR6K2
1	158720720	-	OR6K3
1	158772195	-	OR6N1
1	158754720	+	OR6K6
1	158781204	-	OR6N2
1	158831351	+	MNDA
1	158930796	+	PYHIN1
1	158999968	+	IFI16
1	159147096	-	AIM2
1	159171609	+	CADM3
1	159203307	+	ACKR1
1	159289714	+	FCER1A
1	159437845	+	OR10J1
1	159536007	-	OR10J5
1	159587826	+	APCS
1	159714589	-	CRP
1	159780932	+	DUSP23
1	159800511	+	FCRL6
1	159826811	+	SLAMF8
1	159873053	-	AL590560.2
1	159862657	-	VSIG8
1	159900165	-	CFAP45
1	159925732	-	TAGLN2
1	159945613	-	IGSF9
1	159954237	-	SLAMF9
1	160070160	-	KCNJ10
1	160031990	-	PIGM
1	160081538	+	KCNJ9
1	160098943	-	IGSF8
1	160115759	+	ATP1A2
1	160151586	+	ATP1A4
1	160190575	+	CASQ1
1	160205337	+	PEA15
1	160262549	-	DCAF8
1	160285130	-	AL139011.2
1	160286348	-	PEX19
1	160343273	-	COPA
1	160343316	+	NCSTN
1	160367071	+	NHLH1
1	160400564	+	VANGL2
1	160523262	-	SLAMF6
1	160579516	-	CD84
1	160647295	-	SLAMF1
1	160711831	-	CD48
1	160739057	+	SLAMF7
1	160796074	+	LY9
1	160862887	-	CD244
1	160885180	-	ITLN1
1	160954809	-	ITLN2
1	161021343	-	F11R
1	161038962	-	AL591806.4
1	161038977	-	TSTD1
1	161045977	-	USF1
1	161069970	-	ARHGAP30
1	161089558	-	NECTIN4
1	161098361	+	KLHDC9
1	161118055	-	PFDN2
1	161118086	+	NIT1
1	161132688	-	DEDD
1	161152776	+	UFC1
1	161159450	+	USP21
1	161166056	+	PPOX
1	161177968	-	B4GALT3
1	161199054	-	ADAMTS4
1	161197104	+	NDUFS2
1	161215234	+	FCER1G
1	161223631	-	APOA2
1	161225939	+	TOMM40L
1	161238302	-	NR1I3
1	161258745	+	PCP4L1
1	161314257	+	SDHC
1	161367876	-	CFAP126
1	161505430	+	FCGR2A
1	161524540	+	HSPA6
1	161550737	-	FCGR3A
1	161631963	-	FCGR3B
1	161663147	+	FCGR2B
1	161706972	+	FCRLA
1	161721563	+	FCRLB
1	161749758	+	DUSP12
1	161766320	+	ATF6
1	162023854	-	OLFML2B
1	162069691	+	NOS1AP
1	162365407	+	AL512785.2
1	162376854	-	SPATA46
1	162378841	+	C1orf226
1	162412138	-	SH2D1B
1	162497251	+	UHMK1
1	162561506	+	UAP1
1	162631373	+	DDR2
1	162790702	+	HSD17B7
1	162868815	-	CCDC190
1	163068775	+	RGS4
1	163321791	-	RGS5
1	163266576	+	NUF2
1	164555584	+	PBX1
1	165356715	-	LMX1A
1	165445355	-	RXRG
1	165544007	+	LRRC52
1	165631213	+	MGST3
1	165698863	-	ALDH9A1
1	165827755	-	TMCO1
1	165827614	+	UCK2
1	166167001	-	FAM78B
1	166839447	+	POGK
1	166876264	-	TADA1
1	166975540	-	ILDR2
1	166975582	+	MAEL
1	167166479	-	GPA33
1	167094075	+	DUSP27
1	167220876	+	POU2F1
1	167518610	-	CD247
1	167553805	-	CREG1
1	167630093	+	RCSD1
1	167721192	+	MPZL1
1	167914215	-	ADCY10
1	167937072	-	MPC2
1	167935783	+	DCAF6
1	168137667	-	GPR161
1	168178962	+	TIPRL
1	168225938	+	SFT2D2
1	168280877	+	TBX19
1	168543997	-	XCL2
1	168576605	+	XCL1
1	168729206	-	DPT
1	169105697	+	ATP1B1
1	169367948	-	NME7
1	169367970	+	BLZF1
1	169460669	-	CCDC181
1	169485944	-	SLC19A2
1	169586588	-	F5
1	169630193	-	SELP
1	169662007	+	C1orf112
1	169711702	-	SELL
1	169764705	-	SELE
1	169794963	-	METTL18
1	169894267	-	SCYL3
1	170085208	-	KIFAP3
1	170146001	+	METTL11B
1	170532129	+	GORAB
1	170662728	+	PRRX1
1	170935471	+	MROH9
1	171090901	+	FMO3
1	171185249	+	FMO2
1	171248471	+	FMO1
1	171314183	+	FMO4
1	171485551	+	PRRC2C
1	171600621	+	MYOCOS
1	171652688	-	MYOC
1	171742074	-	VAMP4
1	171781660	+	EEF1AKNMT
1	171841498	+	DNM3
1	172444086	-	PIGC
1	172420685	+	C1orf105
1	172532349	+	SUCO
1	172659103	+	FASLG
1	173050963	-	TNFSF18
1	173207331	-	TNFSF4
1	173477330	+	PRDX6
1	173603072	-	SLC9C2
1	173669837	-	AL139142.2
1	173669851	-	ANKRD45
1	173635338	+	TEX50
1	173714941	+	KLHL20
1	173824720	-	CENPL
1	173824653	+	DARS2
1	173868082	+	ZBTB37
1	173917378	-	SERPINC1
1	174022357	-	RC3H1
1	174159410	+	RABGAP1L
1	174447964	+	GPR52
1	174999163	+	CACYBP
1	175023425	-	MRPS14
1	175067833	+	TNN
1	175192999	-	KIAA0040
1	175743616	-	TNR
1	176207286	-	COP1
1	176463171	+	PAPPA2
1	177164973	-	ASTN1
1	177170958	+	BRINP2
1	177984303	-	SEC16B
1	178094141	+	RASAL2
1	178499634	-	CLEC20A
1	178513109	+	TEX35
1	178725147	+	RALGPS2
1	178871077	-	ANGPTL1
1	179025804	+	FAM20B
1	179082070	+	TOR3A
1	179229684	-	ABL2
1	179293714	+	SOAT1
1	179365720	+	AXDND1
1	179575952	-	NPHS2
1	179591613	+	TDRD5
1	179743163	+	FAM163A
1	179877803	-	TOR1AIP2
1	179882042	+	TOR1AIP1
1	179954773	+	CEP350
1	180154869	+	QSOX1
1	180230264	+	LHX4
1	180502954	-	ACBD6
1	180632022	+	XPR1
1	180912897	+	KIAA1614
1	181023121	-	STX6
1	181033425	+	MR1
1	181088700	+	IER5
1	181317690	+	CACNA1E
1	182061712	-	ZNF648
1	182392206	-	GLUL
1	182400667	-	TEDDM1
1	182409192	+	RGSL1
1	182589256	-	RNASEL
1	182604389	-	RGS16
1	182684576	-	RGS8
1	182789293	+	NPL
1	182839347	+	DHX9
1	182953525	-	SHCBP1L
1	183023420	+	LAMC1
1	183186238	+	LAMC2
1	183418380	-	NMNAT2
1	183472216	+	SMG7
1	183590876	-	NCF2
1	183635783	-	ARPC5
1	183636085	+	RGL1
1	183653316	-	APOBEC4
1	184037729	-	COLGALT2
1	184051651	+	TSEN15
1	184387029	+	C1orf21
1	184754907	-	EDEM3
1	184974508	-	NIBAN1
1	185045526	+	RNF2
1	185157072	-	TRMT1L
1	185157080	+	SWT1
1	185317273	-	IVNS1ABP
1	185734391	+	HMCN1
1	186296279	+	PRG4
1	186375693	-	TPR
1	186375838	+	ODR4
1	186401046	+	OCLM
1	186461114	-	PDC
1	186680423	-	PTGS2
1	186828949	+	PLA2G4A
1	190478404	-	BRINP3
1	192158462	+	RGS18
1	192316992	+	RGS21
1	192575763	+	RGS1
1	192636138	+	RGS13
1	192716132	+	AL136454.1
1	192809039	+	RGS2
1	193060080	-	UCHL5
1	193059422	+	RO60
1	193106114	-	GLRX2
1	193121958	+	CDC73
1	193186613	-	B3GALT2
1	196609225	-	KCNT2
1	196652043	+	CFH
1	196774795	+	CFHR3
1	196819757	+	CFHR1
1	196888014	+	CFHR4
1	196943738	+	CFHR2
1	196977556	+	CFHR5
1	197067267	-	F13B
1	197146694	-	ASPM
1	197200542	-	ZBTB41
1	197268204	+	CRB1
1	197775696	-	DENND1B
1	197902630	+	C1orf53
1	197911902	+	LHX9
1	198156994	+	NEK7
1	198540945	-	ATP6V1G3
1	198638457	+	PTPRC
1	200027614	+	NR5A2
1	200410056	-	ZNF281
1	200620751	-	KIF14
1	200669907	-	DDX59
1	200739558	+	CAMSAP2
1	200872981	+	GPR25
1	200891048	+	INAVA
1	201023700	-	KIF21B
1	201112451	-	CACNA1S
1	201127184	-	ASCL5
1	201171574	-	TMEM9
1	201190824	+	IGFN1
1	201283452	+	PKP1
1	201377764	-	TNNT2
1	201399915	-	LAD1
1	201429866	-	TNNI1
1	201469237	-	PHLDA3
1	201509456	-	CSRP1
1	201622885	+	NAV1
1	201829149	+	IPO9
1	201888680	+	SHISA4
1	201946588	-	LMOD1
1	201955503	+	TIMM17A
1	201982372	+	RNPEP
1	202007945	+	ELF3
1	202122917	+	GPR37L1
1	202144743	-	ARL8A
1	202161588	-	PTPN7
1	202193901	+	LGR6
1	202341980	-	UBE2T
1	202348699	+	PPP1R12B
1	202710454	-	SYT2
1	202808487	-	KDM5B
1	202889149	-	RABIF
1	202928636	-	KLHL12
1	202958572	-	ADIPOR1
1	202967275	-	CYB5R1
1	203007374	+	TMEM183A
1	203026498	+	PPFIA4
1	203086012	-	MYOG
1	203090654	+	ADORA1
1	203175826	-	MYBPH
1	203186704	-	CHI3L1
1	203273641	-	CHIT1
1	203305491	+	BTG2
1	203351758	-	FMOD
1	203475806	+	PRELP
1	203494153	+	OPTC
1	203626561	+	ATP2B4
1	203765177	+	LAX1
1	203795654	+	ZC3H11A
1	203795714	+	ZBED6
1	203861599	+	SNRPE
1	204073115	+	SOX13
1	204152044	-	ETNK2
1	204190324	-	REN
1	204196491	-	KISS1
1	204213988	-	GOLT1A
1	204377665	-	PLEKHA6
1	204411817	-	PPP1R15B
1	204494724	-	PIK3C2B
1	204516379	+	MDM4
1	204685738	-	LRRN2
1	204828651	+	NFASC
1	205042937	+	CNTN2
1	205084460	-	TMEM81
1	205122015	-	RBBP5
1	205211702	-	DSTYK
1	205227946	+	TMCC2
1	205321760	-	NUAK2
1	205357090	-	KLHDC8A
1	205455954	-	LEMD1
1	205457091	-	BLACAT1
1	205504595	+	CDK18
1	205568885	+	MFSD4A
1	205632011	-	ELK4
1	205680509	-	SLC45A3
1	205750182	-	NUCKS1
1	205775482	-	RAB29
1	205813748	-	SLC41A1
1	205850132	-	PM20D1
1	205943460	-	SLC26A9
1	206003461	-	RAB7B
1	206023895	-	CTSE
1	206053173	+	RHEX
1	206117699	-	AVPR1B
1	206204414	-	FAM72A
1	206203345	+	SRGAP2
1	206470476	+	IKBKE
1	206507531	+	RASSF5
1	206612465	-	EIF2D
1	206635536	+	DYRK3
1	206684944	+	MAPKAPK2
1	206774541	-	IL10
1	206770764	+	IL19
1	206865354	+	IL20
1	206897443	+	IL24
1	206923247	-	FCMR
1	206946466	-	PIGR
1	206970625	-	FCAMR
1	207032756	-	C1orf116
1	207034366	+	PFKFB2
1	207052980	-	YOD1
1	207088860	+	C4BPB
1	207104233	+	C4BPA
1	207321376	+	CD55
1	207454230	+	CR2
1	207496147	+	CR1
1	207645113	+	CR1L
1	207752057	+	CD46
1	207911402	-	CD34
1	208244384	-	PLXNA2
1	209583714	+	CAMK1G
1	209652425	-	LAMB3
1	209675412	+	G0S2
1	209686178	+	HSD11B1
1	209756032	+	TRAF3IP3
1	209784559	-	C1orf74
1	209806175	-	IRF6
1	209827972	+	UTP25
1	209900923	+	SYT14
1	210232796	+	SERTAD4
1	210328252	+	HHAT
1	211134165	-	KCNH1
1	211134146	-	AL590132.1
1	211188533	-	AC092017.3
1	211258377	+	RCOR3
1	211326615	+	TRAF5
1	211492917	-	RD3
1	211579161	-	SLC30A1
1	211675630	-	NEK2
1	211830763	-	LPGAT1
1	212035557	-	INTS7
1	212035553	+	DTL
1	212285410	+	PPP2R5A
1	212414901	-	PACC1
1	212432920	+	NENF
1	212565334	+	ATF3
1	212624474	+	FAM71A
1	212699840	-	BATF3
1	212791782	-	NSL1
1	212791828	+	TATDN3
1	212847649	-	SPATA45
1	212858275	+	FLVCR1
1	212950520	+	VASH2
1	213015867	-	ANGEL2
1	213051233	+	RPS6KC1
1	213983181	+	PROX1
1	214281102	+	SMYD2
1	214552449	-	PTPN14
1	214603195	+	CENPF
1	215005775	+	KCNK2
1	215567304	+	KCTD3
1	216423448	-	USH2A
1	217137755	-	ESRRG
1	217631090	-	GPATCH2
1	217631324	+	SPATA17
1	218285293	+	RRP15
1	218345336	+	TGFB2
1	219173869	+	LYPLAL1
1	219613145	-	ZC3H11B
1	219958647	-	SLC30A10
1	220046530	-	EPRS1
1	220090462	-	BPNT1
1	220094132	+	IARS2
1	220272453	-	RAB3GAP2
1	220528183	+	MARK1
1	220690363	+	C1orf115
1	220748225	+	MARC2
1	220786913	+	MARC1
1	220786990	+	AL445423.3
1	220879431	+	HLX
1	221742089	-	DUSP10
1	222548104	-	HHIPL2
1	222589933	-	TAF1A
1	222618097	+	MIA3
1	222713210	-	AIDA
1	222712553	+	BROX
1	222737207	+	FAM177B
1	222872271	+	DISP1
1	223143248	-	TLR5
1	223364178	-	SUSD4
1	223393415	+	CCDC185
1	223665723	-	CAPN8
1	223701593	+	CAPN2
1	223845954	-	TP53BP2
1	224114111	+	FBXO28
1	224175756	+	DEGS1
1	224330189	-	NVL
1	224356858	+	CNIH4
1	224437033	-	WDR26
1	224434660	+	CNIH3
1	224896262	+	DNAH14
1	225428925	-	LBR
1	225653142	-	ENAH
1	225777813	+	SRP9
1	225810092	+	EPHX1
1	225882380	-	TMEM63A
1	225911382	-	LEFTY1
1	225924278	-	AL117348.2
1	225924340	-	PYCR2
1	225941383	-	LEFTY2
1	225999343	-	SDE2
1	226061851	+	H3-3A
1	226186741	-	ACBD3
1	226223618	+	MIXL1
1	226309869	-	LIN9
1	226408093	-	PARP1
1	226548764	+	STUM
1	226739323	-	ITPKB
1	226870184	+	PSEN2
1	226897536	+	COQ8A
1	227318474	-	CDC42BPA
1	227563543	+	ZNF678
1	227728539	+	SNAP47
1	227735411	-	JMJD4
1	227815693	+	PRSS38
1	227947932	-	WNT9A
1	228006998	+	WNT3A
1	228082660	+	ARF1
1	228105411	-	C1orf35
1	228109312	-	MRPL55
1	228139962	+	GUK1
1	228149930	+	GJC2
1	228165804	+	IBA57
1	228208063	+	OBSCN
1	228406835	-	TRIM11
1	228416861	-	TRIM17
1	228425325	-	H3-4
1	228457873	-	H2AW
1	228458107	+	H2BU1
1	228487382	+	RNF187
1	228735479	+	RHOU
1	229271062	+	RAB4A
1	229305135	+	AL117350.1
1	229343294	-	CCSAP
1	229434098	-	ACTA1
1	229508341	-	NUP133
1	229558707	-	ABCB10
1	229626047	-	TAF5L
1	229626247	+	URB2
1	230057990	+	GALNT2
1	230426332	-	PGBD5
1	230642481	+	COG2
1	230714122	-	AGT
1	230747384	+	CAPN9
1	230869589	-	C1orf198
1	230978875	-	TTC13
1	230978981	+	ARV1
1	231040254	-	FAM89A
1	231162112	+	TRIM67
1	231187627	-	AL109810.2
1	231241187	-	C1orf131
1	231241207	+	GNPAT
1	231337852	-	EXOC8
1	231337104	+	SPRTN
1	231422287	-	EGLN1
1	231528603	-	AL445524.2
1	231528541	+	TSNAX
1	231528653	+	TSNAX-DISC1
1	231626815	+	DISC1
1	232561558	-	SIPA1L2
1	232804892	+	MAP10
1	232950605	+	NTPCR
1	233295725	-	PCNX2
1	233327724	+	MAP3K21
1	233614106	+	KCNK1
1	233904676	+	SLC35F3
1	234373456	+	COA6
1	234479179	-	TARBP1
1	234609525	-	IRF2BP2
1	235128837	-	TOMM20
1	235161283	-	RBM34
1	235328219	-	ARID4B
1	235327350	+	GGPS1
1	235328570	+	TBCE
1	235367360	+	TBCE
1	235504452	-	B3GALNT2
1	235650754	-	GNG4
1	235883640	-	LYST
1	236065109	-	NID1
1	236142505	+	GPR137B
1	236281958	-	ERO1B
1	236348257	+	EDARADD
1	236518000	+	LGALS8
1	236604516	-	HEATR1
1	236664141	+	ACTN2
1	236795292	+	MTR
1	237004441	-	MT1HL1
1	237042184	+	RYR2
1	237890922	-	ZP4
1	237945275	-	MTRNR2L11
1	239386565	+	CHRM3
1	240014348	+	FMN2
1	240612155	-	GREM2
1	241357230	-	RGS7
1	241519761	-	FH
1	241532134	+	KMO
1	241677376	-	OPN3
1	241640254	-	CHML
1	241652278	+	WDR64
1	241847967	+	EXO1
1	241957767	+	BECN2
1	241999098	-	MAP1LC3C
1	242524697	-	PLD5
1	243255348	-	CEP170
1	243256034	+	SDCCAG8
1	243851079	-	AKT3
1	244048939	+	ZBTB18
1	244352635	+	C1orf100
1	244451909	-	ADSS2
1	244454377	+	CATSPERE
1	244653103	+	DESI2
1	244730962	-	AL451007.3
1	244835616	+	COX20
1	244864560	-	HNRNPU
1	244969705	+	EFCAB2
1	245154985	+	KIF26B
1	246507312	-	SMYD3
1	246566261	-	TFB2M
1	246566444	+	CNST
1	246724409	+	SCCPDH
1	246931967	-	AHCTF1
1	247078811	-	ZNF670-ZNF695
1	247008093	-	ZNF695
1	247078811	-	ZNF670
1	247104372	-	ZNF669
1	247172016	-	ZNF124
1	247331846	-	ZNF496
1	247416156	+	NLRP3
1	247458105	-	OR2B11
1	247507058	+	GCSAML
